user_id,video_id,watch_time_seconds,likes,comments,save,video_topics
10093,30163,7,0,0,1,personal development
10048,30383,3,1,0,1,math
10014,30345,7,0,0,1,programming
10033,30038,30,0,1,0,personal development
10039,30074,8,1,0,1,personal development
10016,30367,20,1,1,0,science
10085,30406,57,1,0,1,personal development
10035,30027,58,1,0,1,personal development
10042,30348,13,1,0,0,math
10017,30285,8,1,1,1,personal development
10083,30034,38,0,1,0,literature
10008,30221,1,1,0,1,personal development
10095,30272,28,0,1,0,science
10044,30291,8,0,1,1,programming
10068,30098,27,1,1,1,math
10084,30385,26,1,1,1,science
10000,30080,5,0,1,0,personal development
10017,30459,36,1,1,0,history
10078,30163,42,0,0,0,math
10022,30482,12,0,0,0,personal development
10028,30107,39,1,0,1,math
10048,30428,24,0,0,0,programming
10026,30004,1,0,0,1,programming
10051,30369,10,1,1,0,programming
10064,30179,20,1,1,0,literature
10044,30036,22,1,1,1,history
10097,30042,16,0,0,0,programming
10084,30103,25,0,1,1,literature
10011,30417,7,1,0,0,math
10070,30481,51,1,1,1,literature
10069,30217,15,1,0,0,history
10056,30318,47,1,1,0,history
10010,30377,10,0,0,0,programming
10027,30156,58,1,1,1,history
10057,30426,49,0,1,0,math
10075,30059,4,0,1,1,math
10042,30356,1,0,0,0,science
10063,30131,14,1,0,1,science
10017,30052,41,0,0,1,math
10030,30275,57,0,1,0,programming
10100,30112,32,0,1,1,science
10025,30251,31,1,0,1,personal development
10062,30442,37,0,0,0,literature
10053,30176,57,0,1,0,literature
10083,30184,49,1,0,1,math
10006,30450,22,1,0,1,math
10091,30044,15,0,0,0,history
10045,30184,44,0,1,1,literature
10053,30385,36,0,1,0,personal development
10024,30049,34,1,0,1,science
10020,30102,16,1,0,1,personal development
10092,30350,28,0,0,1,science
10003,30196,28,1,0,0,history
10094,30076,39,0,1,0,personal development
10015,30121,51,0,0,0,personal development
10050,30432,58,1,0,0,personal development
10008,30251,4,0,0,1,history
10024,30369,55,0,0,1,literature
10052,30287,42,0,0,0,programming
10009,30241,10,0,1,0,math
10057,30025,16,1,1,1,personal development
10025,30093,45,1,0,0,science
10009,30424,28,0,1,1,history
10010,30209,52,1,1,1,personal development
10057,30225,55,1,0,1,science
10010,30266,3,1,1,1,programming
10005,30325,59,1,1,1,history
10050,30252,22,0,0,1,literature
10095,30281,23,1,0,0,math
10044,30202,24,1,0,1,science
10017,30203,48,0,1,0,math
10095,30014,34,0,1,1,math
10099,30272,45,0,1,1,literature
10093,30412,46,0,1,0,science
10020,30331,8,1,1,0,programming
10062,30169,35,0,1,0,literature
10063,30329,3,1,0,1,math
10031,30375,20,0,0,0,history
10018,30045,46,0,1,1,programming
10018,30343,23,0,1,1,programming
10088,30212,33,0,0,0,math
10061,30287,54,0,1,0,literature
10055,30114,12,0,1,0,science
10048,30146,18,0,0,1,science
10098,30254,25,0,0,1,personal development
10018,30006,26,0,0,0,history
10028,30169,51,0,0,1,history
10000,30093,11,1,1,1,personal development
10037,30233,46,1,0,0,math
10067,30034,41,1,1,1,math
10040,30234,57,1,0,0,literature
10014,30440,51,0,0,0,science
10100,30125,43,0,0,0,literature
10011,30368,36,1,0,1,literature
10083,30279,19,0,0,0,programming
10052,30325,57,0,1,0,literature
10072,30173,58,1,0,1,programming
10079,30129,17,0,1,1,literature
10039,30405,6,0,1,0,personal development
10040,30246,1,1,1,1,literature
10039,30015,35,1,0,1,personal development
10088,30429,42,1,0,1,math
10095,30282,13,0,0,0,history
10066,30106,15,1,1,0,programming
10040,30076,48,1,0,1,personal development
10002,30184,39,0,0,1,programming
10051,30152,13,0,1,0,literature
10069,30480,55,0,0,0,history
10064,30385,48,1,1,1,history
10053,30466,39,1,0,0,science
10059,30047,23,1,0,0,programming
10030,30396,23,1,0,0,science
10093,30011,2,0,0,1,science
10036,30045,56,0,1,0,history
10070,30401,47,0,1,0,personal development
10025,30066,60,1,1,0,literature
10090,30077,13,0,0,0,personal development
10078,30327,8,1,0,1,personal development
10038,30324,39,0,0,0,literature
10049,30080,56,0,0,0,programming
10086,30025,33,1,1,0,personal development
10096,30450,49,0,0,0,history
10023,30345,48,1,0,0,math
10032,30372,52,1,1,1,science
10085,30412,31,1,0,1,science
10004,30098,37,0,0,0,math
10015,30423,56,1,1,0,programming
10093,30203,42,0,1,1,math
10039,30204,34,0,1,0,math
10065,30000,60,0,0,0,science
10082,30040,29,0,1,1,math
10082,30163,59,1,1,1,programming
10037,30279,6,1,0,1,personal development
10006,30118,36,1,0,0,history
10068,30031,37,0,0,0,math
10003,30451,36,1,0,0,history
10095,30412,55,1,0,1,literature
10005,30310,15,1,0,0,math
10059,30097,37,1,1,1,math
10078,30460,6,1,1,1,math
10055,30238,10,0,1,1,literature
10006,30343,34,0,1,0,programming
10016,30300,9,0,0,1,programming
10014,30083,6,1,0,1,science
10099,30064,51,0,0,0,science
10095,30243,8,0,0,0,history
10047,30277,21,0,1,0,personal development
10009,30456,38,0,1,0,history
10098,30443,52,1,0,1,programming
10075,30202,14,1,1,0,literature
10069,30298,38,0,0,0,personal development
10058,30048,53,1,1,1,math
10026,30243,44,1,1,1,programming
10021,30390,50,0,0,1,literature
10062,30155,60,1,1,0,math
10087,30237,23,1,1,0,personal development
10015,30093,27,0,1,1,science
10023,30342,54,0,1,0,programming
10075,30268,6,1,0,1,personal development
10092,30074,57,0,1,1,history
10090,30389,36,1,0,0,history
10052,30167,9,1,0,0,programming
10099,30096,2,0,0,1,history
10033,30333,48,1,0,1,literature
10006,30267,13,0,1,1,history
10083,30321,36,0,0,0,math
10074,30388,47,1,0,0,personal development
10011,30479,27,1,1,0,programming
10097,30052,34,1,0,1,literature
10070,30130,41,0,0,1,math
10046,30042,40,0,1,0,personal development
10079,30369,5,0,1,0,literature
10072,30220,14,0,0,1,programming
10089,30332,21,0,1,1,math
10071,30091,17,1,1,1,history
10014,30176,28,1,0,0,programming
10032,30051,37,0,1,0,personal development
10043,30400,21,0,0,0,math
10028,30279,55,0,0,1,math
10039,30196,14,0,0,0,programming
10020,30171,11,1,1,1,science
10000,30307,32,0,0,0,math
10078,30462,1,0,1,1,literature
10065,30271,11,0,0,0,history
10051,30228,58,1,1,0,math
10052,30311,40,0,0,0,personal development
10016,30459,39,1,0,0,literature
10055,30060,34,1,1,1,programming
10006,30037,46,1,1,0,history
10027,30285,53,0,1,0,programming
10031,30295,34,0,1,0,personal development
10098,30083,48,0,0,1,literature
10043,30313,2,0,1,0,literature
10072,30223,48,1,0,1,programming
10076,30275,13,1,0,1,history
10046,30254,42,1,1,0,literature
10051,30259,21,1,0,1,math
10028,30316,12,1,0,1,literature
10055,30336,8,0,1,0,science
10042,30356,18,1,1,0,math
10014,30319,23,0,1,0,math
10068,30383,9,0,1,1,programming
10036,30036,41,0,0,0,math
10044,30310,33,1,1,0,math
10038,30493,50,1,0,0,science
10011,30176,39,1,1,0,science
10004,30004,20,1,0,0,personal development
10032,30110,30,0,0,1,programming
10025,30480,54,1,0,0,personal development
10070,30355,54,0,1,0,programming
10040,30094,29,0,1,0,history
10003,30182,32,1,1,1,history
10035,30189,16,1,1,0,history
10004,30161,25,1,0,1,math
10033,30255,29,0,1,0,personal development
10048,30046,49,1,1,1,literature
10064,30380,39,1,0,1,science
10014,30184,38,1,1,0,personal development
10035,30018,27,1,0,0,programming
10022,30110,49,1,1,0,history
10049,30024,59,1,1,0,programming
10035,30142,21,1,0,0,literature
10036,30176,37,1,1,1,history
10021,30149,24,1,1,1,literature
10043,30255,45,1,1,0,history
10006,30113,9,1,0,0,literature
10007,30347,19,1,0,0,personal development
10008,30022,30,0,1,1,history
10007,30456,12,0,0,1,personal development
10043,30417,6,1,0,1,history
10058,30412,40,1,0,0,personal development
10059,30103,10,0,1,0,history
10064,30105,36,0,1,0,personal development
10047,30497,28,1,0,1,history
10001,30266,35,0,0,1,programming
10037,30478,30,1,1,1,math
10085,30413,33,0,0,1,math
10046,30227,47,1,0,1,personal development
10083,30207,16,0,0,0,literature
10080,30255,29,1,1,1,science
10063,30114,31,0,0,1,personal development
10073,30280,8,0,1,0,personal development
10005,30404,57,1,1,0,math
10012,30244,50,1,0,1,personal development
10089,30429,30,1,0,0,math
10084,30386,20,0,1,1,programming
10076,30431,4,1,0,1,personal development
10011,30325,53,0,1,1,programming
10066,30368,57,0,0,1,personal development
10043,30447,26,1,1,1,literature
10074,30175,27,0,1,0,personal development
10079,30449,8,1,1,0,programming
10028,30243,39,1,1,0,programming
10089,30228,27,1,0,0,literature
10064,30196,27,1,0,0,personal development
10098,30484,7,1,0,1,math
10099,30268,55,1,1,0,personal development
10072,30321,28,1,0,0,literature
10003,30376,26,1,0,1,history
10065,30177,15,0,1,0,personal development
10059,30448,3,0,1,1,history
10002,30107,31,0,0,1,programming
10081,30486,52,0,0,1,literature
10057,30386,50,1,1,0,personal development
10071,30043,50,1,1,1,programming
10022,30293,6,1,0,0,personal development
10018,30056,6,1,0,1,science
10059,30343,4,1,0,0,personal development
10019,30481,57,1,0,1,history
10022,30054,58,0,0,0,science
10049,30320,4,0,1,0,math
10012,30174,35,0,1,1,math
10050,30472,28,0,0,0,programming
10044,30064,44,1,1,1,programming
10010,30420,33,0,1,1,math
10023,30132,45,1,0,0,programming
10073,30066,3,1,1,0,programming
10100,30457,48,0,1,0,math
10069,30144,1,1,1,0,programming
10068,30063,11,1,1,1,programming
10060,30318,13,1,0,0,literature
10020,30050,19,0,0,1,science
10069,30316,29,1,0,0,math
10047,30065,55,1,0,1,literature
10076,30325,35,0,0,1,history
10029,30445,5,0,1,1,history
10054,30303,36,0,0,1,literature
10045,30357,10,0,0,0,math
10006,30239,44,0,0,1,programming
10015,30141,8,1,0,0,history
10030,30202,15,1,1,1,math
10093,30304,53,0,0,0,math
10066,30370,4,0,0,0,personal development
10050,30118,52,0,1,0,programming
10075,30178,41,0,0,0,math
10018,30090,29,1,0,1,programming
10042,30365,18,1,0,0,science
10007,30500,29,0,1,1,programming
10021,30213,41,0,1,1,programming
10043,30400,55,0,1,1,math
10027,30243,11,1,1,1,math
10009,30361,57,1,0,0,literature
10020,30406,43,1,0,0,personal development
10011,30035,43,1,0,1,programming
10007,30246,45,1,1,1,math
10025,30476,5,0,1,1,science
10076,30091,33,0,1,1,programming
10006,30340,18,1,0,1,science
10062,30024,52,0,0,0,math
10079,30203,23,0,0,1,science
10064,30022,41,1,0,1,personal development
10072,30337,46,1,1,1,literature
10000,30349,34,1,0,1,science
10090,30027,22,0,0,1,literature
10019,30095,54,1,1,0,literature
10099,30484,24,1,1,1,history
10000,30498,56,0,0,1,literature
10034,30254,15,1,1,1,personal development
10061,30386,54,1,0,0,personal development
10099,30484,6,1,1,1,programming
10058,30413,38,0,1,0,history
10092,30436,43,1,0,1,programming
10038,30003,10,1,0,0,science
10065,30239,42,0,0,1,history
10040,30084,16,0,0,0,math
10097,30327,1,0,0,0,programming
10074,30363,5,0,0,1,literature
10057,30464,2,1,1,1,science
10063,30337,56,0,1,0,literature
10097,30033,23,0,0,1,programming
10087,30128,45,1,0,0,math
10011,30364,16,1,0,0,literature
10000,30187,6,0,0,0,history
10056,30234,30,1,1,1,history
10057,30374,15,0,1,1,personal development
10017,30294,42,0,1,1,history
10073,30369,3,1,0,0,programming
10010,30005,53,0,1,0,science
10056,30182,29,1,1,1,math
10065,30445,19,1,1,0,literature
10000,30251,41,1,1,0,history
10066,30324,16,1,1,0,programming
10074,30455,60,1,1,0,math
10063,30180,31,1,1,0,history
10085,30284,16,1,1,1,history
10067,30463,60,1,0,0,personal development
10034,30280,21,0,1,0,literature
10065,30067,7,0,0,0,history
10022,30037,39,0,0,0,literature
10052,30499,32,0,1,0,programming
10060,30424,10,1,0,1,literature
10092,30415,38,1,1,1,programming
10003,30140,22,0,0,1,math
10076,30337,36,0,1,0,math
10053,30280,52,1,0,1,programming
10066,30185,42,0,0,1,literature
10078,30378,2,1,0,0,programming
10096,30268,6,0,0,0,programming
10011,30288,26,1,1,1,programming
10039,30231,26,1,1,0,math
10050,30107,44,1,0,1,history
10067,30011,56,0,0,1,literature
10031,30039,51,0,0,0,history
10019,30299,46,0,0,1,programming
10002,30155,33,0,1,0,history
10010,30259,48,1,0,0,personal development
10095,30202,19,1,1,1,science
10051,30280,6,1,1,1,history
10069,30091,26,1,0,0,personal development
10035,30492,31,1,1,0,history
10083,30177,35,1,0,1,literature
10046,30462,25,0,0,1,literature
10096,30401,46,0,1,0,literature
10076,30165,9,0,0,1,history
10051,30485,24,1,0,0,personal development
10006,30066,25,1,1,1,personal development
10021,30194,26,1,1,0,science
10056,30448,48,0,0,1,personal development
10093,30385,39,1,0,1,personal development
10049,30199,19,1,1,0,math
10041,30299,34,0,0,0,history
10016,30244,23,1,0,1,literature
10055,30329,1,1,0,0,science
10008,30142,14,1,1,1,history
10025,30350,60,1,0,1,literature
10077,30272,27,1,0,1,personal development
10074,30367,14,1,0,0,programming
10081,30500,21,1,1,0,literature
10002,30136,43,0,1,0,history
10005,30496,23,0,1,0,programming
10005,30250,59,0,1,0,history
10056,30178,45,1,1,1,history
10088,30091,12,1,0,0,literature
10017,30229,36,0,1,1,personal development
10011,30284,60,1,1,0,literature
10003,30128,34,0,0,1,personal development
10033,30247,39,1,0,1,science
10039,30363,18,0,1,1,math
10062,30103,36,1,0,0,science
10047,30297,7,1,1,0,literature
10038,30193,20,1,1,1,science
10015,30069,30,1,1,0,literature
10045,30130,39,1,0,0,math
10048,30010,40,0,1,1,history
10063,30122,29,1,0,1,science
10083,30062,27,1,1,0,programming
10018,30368,52,0,0,0,math
10062,30435,1,0,0,1,history
10042,30086,8,1,0,1,science
10066,30039,7,1,1,1,programming
10076,30292,29,1,0,1,math
10031,30356,8,0,0,0,programming
10063,30327,11,1,0,1,history
10086,30137,24,0,0,0,history
10097,30273,8,1,0,0,history
10097,30190,15,0,1,0,personal development
10066,30232,6,0,0,0,history
10081,30293,39,1,1,0,programming
10050,30417,13,1,1,0,history
10036,30347,7,0,0,1,history
10058,30432,35,0,0,1,literature
10042,30182,49,0,0,0,personal development
10025,30025,17,1,0,1,math
10091,30334,54,0,0,0,science
10092,30466,31,0,1,1,literature
10041,30411,60,0,0,0,programming
10020,30186,12,1,1,0,literature
10046,30399,6,1,0,1,programming
10077,30023,14,1,1,0,history
10055,30429,40,1,1,1,math
10000,30257,41,1,0,1,personal development
10090,30238,58,0,1,0,history
10004,30001,37,0,1,0,history
10084,30255,18,0,1,0,literature
10048,30179,20,0,0,1,personal development
10092,30006,53,0,1,1,history
10050,30311,55,0,1,0,programming
10031,30262,18,1,0,0,math
10066,30185,48,1,1,0,personal development
10006,30354,23,0,0,0,literature
10034,30227,29,1,0,0,programming
10068,30136,21,0,0,1,history
10026,30383,16,0,0,0,personal development
10080,30266,34,1,0,1,literature
10027,30347,47,0,0,1,literature
10082,30202,2,0,0,1,programming
10053,30302,51,0,1,1,science
10069,30329,52,0,0,0,history
10071,30346,2,0,1,1,literature
10048,30130,30,1,0,0,science
10015,30259,23,0,0,0,literature
10072,30166,58,1,0,1,science
10009,30092,21,1,1,0,science
10000,30235,10,1,0,1,history
10026,30445,41,0,1,0,history
10015,30173,13,1,0,0,personal development
10022,30049,6,1,0,1,literature
10037,30243,24,0,0,0,science
10014,30314,49,1,0,1,science
10006,30131,37,0,1,1,math
10092,30085,4,1,0,1,science
10017,30301,43,1,1,1,programming
10057,30034,44,0,1,0,history
10009,30294,26,0,0,1,personal development
10088,30105,11,1,0,0,history
10076,30438,51,1,1,1,personal development
10020,30333,31,0,0,0,science
10061,30111,44,0,0,1,personal development
10073,30336,41,1,0,1,science
10052,30145,35,1,0,1,programming
10079,30290,28,0,0,1,literature
10012,30410,44,0,0,0,programming
10023,30164,17,1,0,1,personal development
10078,30472,24,1,0,0,history
10084,30164,15,0,0,0,math
10087,30167,11,1,1,0,programming
10062,30111,8,0,1,1,science
10056,30449,37,0,0,1,science
10050,30373,7,1,0,1,history
10079,30363,10,0,0,1,science
10090,30215,40,0,0,0,science
10100,30083,27,0,0,1,history
10051,30419,30,1,1,0,history
10019,30031,29,1,1,0,history
10086,30252,29,1,1,1,math
10036,30180,14,0,1,0,literature
10050,30435,8,0,0,0,science
10061,30480,15,0,1,0,personal development
10059,30462,45,1,1,1,math
10065,30253,56,0,0,1,science
10008,30229,1,1,0,0,personal development
10036,30280,5,0,1,0,math
10090,30359,19,0,0,1,math
10051,30227,6,0,0,1,math
10049,30174,7,0,0,0,history
10090,30300,56,0,1,0,science
10018,30306,45,0,0,0,programming
10061,30387,32,0,0,0,literature
10025,30091,1,0,0,0,science
10040,30196,5,0,1,1,programming
10033,30491,15,1,1,1,math
10027,30397,14,0,0,1,literature
10036,30285,47,1,0,0,math
10092,30099,43,0,0,0,personal development
10060,30352,12,0,0,0,math
10062,30407,6,0,1,1,history
10070,30168,1,0,1,1,history
10100,30490,1,1,1,0,personal development
10011,30238,43,0,1,1,programming
10062,30310,32,0,1,0,math
10026,30029,5,1,0,0,science
10003,30195,37,0,1,1,programming
10089,30008,25,0,0,1,literature
10068,30430,17,0,1,1,personal development
10000,30001,24,0,1,1,programming
10079,30059,39,1,1,0,science
10055,30075,55,0,1,1,math
10097,30346,48,1,0,0,history
10025,30010,53,0,0,0,programming
10039,30069,6,1,0,1,literature
10085,30332,27,0,0,0,math
10100,30431,52,0,0,0,history
10087,30403,45,0,0,0,science
10046,30042,3,0,0,0,history
10008,30297,5,0,1,0,history
10039,30192,49,1,1,1,literature
10038,30473,23,1,0,1,history
10010,30159,22,1,0,0,personal development
10071,30175,59,1,0,0,history
10094,30071,48,0,1,0,personal development
10030,30382,51,1,0,1,history
10028,30100,16,0,1,1,history
10064,30002,44,0,1,1,literature
10028,30339,60,0,1,0,programming
10011,30379,8,0,0,1,literature
10035,30459,48,1,0,0,science
10034,30399,47,1,0,0,programming
10069,30058,36,0,1,1,literature
10010,30363,21,0,1,0,science
10031,30396,28,1,0,1,math
10030,30375,57,0,1,0,science
10026,30453,33,0,0,0,math
10070,30060,17,1,1,1,science
10088,30210,29,1,1,0,math
10005,30315,35,0,1,0,programming
10017,30428,19,1,0,0,history
10092,30048,37,0,1,1,math
10019,30322,57,0,0,1,literature
10047,30369,26,1,0,1,science
10075,30047,22,0,1,0,math
10031,30187,52,0,0,0,math
10056,30056,3,0,0,1,programming
10027,30402,48,0,1,0,math
10006,30197,34,0,1,0,programming
10015,30079,53,1,1,1,history
10030,30215,7,0,1,0,literature
10001,30497,3,1,1,0,personal development
10043,30102,33,1,0,0,science
10007,30152,3,0,1,1,math
10097,30000,10,1,1,1,math
10075,30017,45,0,1,1,programming
10095,30469,43,1,1,0,math
10004,30299,4,1,0,0,science
10015,30223,22,1,0,0,history
10091,30294,11,1,0,0,science
10098,30468,29,1,1,0,personal development
10054,30437,50,1,1,0,programming
10056,30282,44,1,1,0,history
10063,30285,27,1,1,0,literature
10076,30052,42,0,0,0,literature
10080,30278,46,1,0,0,science
10073,30216,25,1,0,0,math
10011,30187,35,0,0,1,personal development
10019,30038,53,0,0,0,math
10065,30370,38,0,1,1,math
10053,30023,12,1,0,1,personal development
10003,30205,55,1,1,0,programming
10054,30370,4,0,0,1,programming
10068,30244,14,1,0,0,history
10040,30403,3,0,0,1,math
10063,30088,33,0,0,0,science
10062,30263,24,1,0,0,science
10083,30385,46,1,0,0,history
10098,30463,20,0,1,1,math
10070,30497,23,1,1,0,literature
10075,30327,2,1,0,0,history
10072,30241,1,0,1,1,science
10028,30054,26,0,0,1,programming
10096,30354,49,1,0,0,history
